userId	geneSymbol	geneName	entrezgene	gLink
Cdc37l1	Cdc37l1	cell division cycle 37-like 1	67072	https://www.ncbi.nlm.nih.gov/gene/?term=67072
Ccnd2	Ccnd2	cyclin D2	12444	https://www.ncbi.nlm.nih.gov/gene/?term=12444
Fkbp3	Fkbp3	FK506 binding protein 3	30795	https://www.ncbi.nlm.nih.gov/gene/?term=30795
Cdh13	Cdh13	cadherin 13	12554	https://www.ncbi.nlm.nih.gov/gene/?term=12554
Bcl2	Bcl2	B cell leukemia/lymphoma 2	12043	https://www.ncbi.nlm.nih.gov/gene/?term=12043
Fbxo31	Fbxo31	F-box protein 31	76454	https://www.ncbi.nlm.nih.gov/gene/?term=76454
Acyp2	Acyp2	acylphosphatase 2, muscle type	75572	https://www.ncbi.nlm.nih.gov/gene/?term=75572
Antxr1	Antxr1	anthrax toxin receptor 1	69538	https://www.ncbi.nlm.nih.gov/gene/?term=69538
Pim2	Pim2	proviral integration site 2	18715	https://www.ncbi.nlm.nih.gov/gene/?term=18715
Mapre3	Mapre3	microtubule-associated protein, RP/EB family, member 3	100732	https://www.ncbi.nlm.nih.gov/gene/?term=100732
Tyro3	Tyro3	TYRO3 protein tyrosine kinase 3	22174	https://www.ncbi.nlm.nih.gov/gene/?term=22174
Jmy	Jmy	junction-mediating and regulatory protein	57748	https://www.ncbi.nlm.nih.gov/gene/?term=57748
Cox5b	Cox5b	cytochrome c oxidase subunit 5B	12859	https://www.ncbi.nlm.nih.gov/gene/?term=12859
Gdf10	Gdf10	growth differentiation factor 10	14560	https://www.ncbi.nlm.nih.gov/gene/?term=14560
Drosha	Drosha	drosha, ribonuclease type III	14000	https://www.ncbi.nlm.nih.gov/gene/?term=14000
Atxn7l3	Atxn7l3	ataxin 7-like 3	217218	https://www.ncbi.nlm.nih.gov/gene/?term=217218
Jakmip2	Jakmip2	janus kinase and microtubule interacting protein 2	76217	https://www.ncbi.nlm.nih.gov/gene/?term=76217
Samd14	Samd14	sterile alpha motif domain containing 14	217125	https://www.ncbi.nlm.nih.gov/gene/?term=217125
Cpne4	Cpne4	copine IV	74020	https://www.ncbi.nlm.nih.gov/gene/?term=74020
Slc5a5	Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5	114479	https://www.ncbi.nlm.nih.gov/gene/?term=114479
Spon1	Spon1	spondin 1, (f-spondin) extracellular matrix protein	233744	https://www.ncbi.nlm.nih.gov/gene/?term=233744
Dtd1	Dtd1	D-tyrosyl-tRNA deacylase 1	66044	https://www.ncbi.nlm.nih.gov/gene/?term=66044
Wbp2	Wbp2	WW domain binding protein 2	22378	https://www.ncbi.nlm.nih.gov/gene/?term=22378
Gabrg2	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	14406	https://www.ncbi.nlm.nih.gov/gene/?term=14406
Ret	Ret	ret proto-oncogene	19713	https://www.ncbi.nlm.nih.gov/gene/?term=19713
Egfl6	Egfl6	EGF-like-domain, multiple 6	54156	https://www.ncbi.nlm.nih.gov/gene/?term=54156
Pou3f3	Pou3f3	POU domain, class 3, transcription factor 3	18993	https://www.ncbi.nlm.nih.gov/gene/?term=18993
Ncoa7	Ncoa7	nuclear receptor coactivator 7	211329	https://www.ncbi.nlm.nih.gov/gene/?term=211329
Qsox2	Qsox2	quiescin Q6 sulfhydryl oxidase 2	227638	https://www.ncbi.nlm.nih.gov/gene/?term=227638
Ppp1r37	Ppp1r37	protein phosphatase 1, regulatory subunit 37	232947	https://www.ncbi.nlm.nih.gov/gene/?term=232947
Tmtc1	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	387314	https://www.ncbi.nlm.nih.gov/gene/?term=387314
A830018L16Rik	A830018L16Rik	RIKEN cDNA A830018L16 gene	320492	https://www.ncbi.nlm.nih.gov/gene/?term=320492
Chrna7	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	11441	https://www.ncbi.nlm.nih.gov/gene/?term=11441
Mmp24	Mmp24	matrix metallopeptidase 24	17391	https://www.ncbi.nlm.nih.gov/gene/?term=17391
Tpm1	Tpm1	tropomyosin 1, alpha	22003	https://www.ncbi.nlm.nih.gov/gene/?term=22003
Nat8f4	Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4	75541	https://www.ncbi.nlm.nih.gov/gene/?term=75541
Zfp612	Zfp612	zinc finger protein 612	234725	https://www.ncbi.nlm.nih.gov/gene/?term=234725
Haghl	Haghl	hydroxyacylglutathione hydrolase-like	68977	https://www.ncbi.nlm.nih.gov/gene/?term=68977
Adgra1	Adgra1	adhesion G protein-coupled receptor A1	52389	https://www.ncbi.nlm.nih.gov/gene/?term=52389
B3gat2	B3gat2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	280645	https://www.ncbi.nlm.nih.gov/gene/?term=280645
Disp2	Disp2	dispatched RND tramsporter family member 2	214240	https://www.ncbi.nlm.nih.gov/gene/?term=214240
Apba1	Apba1	amyloid beta (A4) precursor protein binding, family A, member 1	319924	https://www.ncbi.nlm.nih.gov/gene/?term=319924
Dlgap3	Dlgap3	DLG associated protein 3	242667	https://www.ncbi.nlm.nih.gov/gene/?term=242667
Grik3	Grik3	glutamate receptor, ionotropic, kainate 3	14807	https://www.ncbi.nlm.nih.gov/gene/?term=14807
Cfap36	Cfap36	cilia and flagella associated protein 36	216618	https://www.ncbi.nlm.nih.gov/gene/?term=216618
Rgs9	Rgs9	regulator of G-protein signaling 9	19739	https://www.ncbi.nlm.nih.gov/gene/?term=19739
Tubb4b	Tubb4b	tubulin, beta 4B class IVB	227613	https://www.ncbi.nlm.nih.gov/gene/?term=227613
Ensa	Ensa	endosulfine alpha	56205	https://www.ncbi.nlm.nih.gov/gene/?term=56205
Lsm14b	Lsm14b	LSM family member 14B	241846	https://www.ncbi.nlm.nih.gov/gene/?term=241846
Elmo2	Elmo2	engulfment and cell motility 2	140579	https://www.ncbi.nlm.nih.gov/gene/?term=140579
Ppp1r12b	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B	329251	https://www.ncbi.nlm.nih.gov/gene/?term=329251
Fam110b	Fam110b	family with sequence similarity 110, member B	242297	https://www.ncbi.nlm.nih.gov/gene/?term=242297
Clcn6	Clcn6	chloride channel, voltage-sensitive 6	26372	https://www.ncbi.nlm.nih.gov/gene/?term=26372
Slc6a7	Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	240332	https://www.ncbi.nlm.nih.gov/gene/?term=240332
Avpi1	Avpi1	arginine vasopressin-induced 1	69534	https://www.ncbi.nlm.nih.gov/gene/?term=69534
Vat1l	Vat1l	vesicle amine transport protein 1 like	270097	https://www.ncbi.nlm.nih.gov/gene/?term=270097
Adam11	Adam11	a disintegrin and metallopeptidase domain 11	11488	https://www.ncbi.nlm.nih.gov/gene/?term=11488
Gng7	Gng7	guanine nucleotide binding protein (G protein), gamma 7	14708	https://www.ncbi.nlm.nih.gov/gene/?term=14708
Ankrd29	Ankrd29	ankyrin repeat domain 29	225187	https://www.ncbi.nlm.nih.gov/gene/?term=225187
Scrt1	Scrt1	scratch family zinc finger 1	170729	https://www.ncbi.nlm.nih.gov/gene/?term=170729
Ccser2	Ccser2	coiled-coil serine rich 2	72972	https://www.ncbi.nlm.nih.gov/gene/?term=72972
Slc6a8	Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	102857	https://www.ncbi.nlm.nih.gov/gene/?term=102857
Sall2	Sall2	spalt like transcription factor 2	50524	https://www.ncbi.nlm.nih.gov/gene/?term=50524
Kndc1	Kndc1	kinase non-catalytic C-lobe domain (KIND) containing 1	76484	https://www.ncbi.nlm.nih.gov/gene/?term=76484
Mark4	Mark4	MAP/microtubule affinity regulating kinase 4	232944	https://www.ncbi.nlm.nih.gov/gene/?term=232944
Dcun1d1	Dcun1d1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	114893	https://www.ncbi.nlm.nih.gov/gene/?term=114893
Hapln4	Hapln4	hyaluronan and proteoglycan link protein 4	330790	https://www.ncbi.nlm.nih.gov/gene/?term=330790
Chgb	Chgb	chromogranin B	12653	https://www.ncbi.nlm.nih.gov/gene/?term=12653
Ccdc113	Ccdc113	coiled-coil domain containing 113	244608	https://www.ncbi.nlm.nih.gov/gene/?term=244608
Cacnb2	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	12296	https://www.ncbi.nlm.nih.gov/gene/?term=12296
Adgrl3	Adgrl3	adhesion G protein-coupled receptor L3	319387	https://www.ncbi.nlm.nih.gov/gene/?term=319387
Cpne5	Cpne5	copine V	240058	https://www.ncbi.nlm.nih.gov/gene/?term=240058
Gpi1	Gpi1	glucose phosphate isomerase 1	14751	https://www.ncbi.nlm.nih.gov/gene/?term=14751
Bcl11a	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	14025	https://www.ncbi.nlm.nih.gov/gene/?term=14025
Arhgef4	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4	226970	https://www.ncbi.nlm.nih.gov/gene/?term=226970
Klf5	Klf5	Kruppel-like factor 5	12224	https://www.ncbi.nlm.nih.gov/gene/?term=12224
Ppp1r2	Ppp1r2	protein phosphatase 1, regulatory inhibitor subunit 2	66849	https://www.ncbi.nlm.nih.gov/gene/?term=66849
Tmem38a	Tmem38a	transmembrane protein 38A	74166	https://www.ncbi.nlm.nih.gov/gene/?term=74166
Npy1r	Npy1r	neuropeptide Y receptor Y1	18166	https://www.ncbi.nlm.nih.gov/gene/?term=18166
Srxn1	Srxn1	sulfiredoxin 1 homolog (S. cerevisiae)	76650	https://www.ncbi.nlm.nih.gov/gene/?term=76650
Rgs5	Rgs5	regulator of G-protein signaling 5	19737	https://www.ncbi.nlm.nih.gov/gene/?term=19737
Lrrc4c	Lrrc4c	leucine rich repeat containing 4C	241568	https://www.ncbi.nlm.nih.gov/gene/?term=241568
Gda	Gda	guanine deaminase	14544	https://www.ncbi.nlm.nih.gov/gene/?term=14544
Zfp503	Zfp503	zinc finger protein 503	218820	https://www.ncbi.nlm.nih.gov/gene/?term=218820
Nxn	Nxn	nucleoredoxin	18230	https://www.ncbi.nlm.nih.gov/gene/?term=18230
Ogdh	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	18293	https://www.ncbi.nlm.nih.gov/gene/?term=18293
Maged1	Maged1	melanoma antigen, family D, 1	94275	https://www.ncbi.nlm.nih.gov/gene/?term=94275
Inpp5j	Inpp5j	inositol polyphosphate 5-phosphatase J	170835	https://www.ncbi.nlm.nih.gov/gene/?term=170835
Gapdh	Gapdh	glyceraldehyde-3-phosphate dehydrogenase	14433	https://www.ncbi.nlm.nih.gov/gene/?term=14433
Prrt2	Prrt2	proline-rich transmembrane protein 2	69017	https://www.ncbi.nlm.nih.gov/gene/?term=69017
Wwc1	Wwc1	WW, C2 and coiled-coil domain containing 1	211652	https://www.ncbi.nlm.nih.gov/gene/?term=211652
Kctd1	Kctd1	potassium channel tetramerisation domain containing 1	106931	https://www.ncbi.nlm.nih.gov/gene/?term=106931
Psat1	Psat1	phosphoserine aminotransferase 1	107272	https://www.ncbi.nlm.nih.gov/gene/?term=107272
Ablim3	Ablim3	actin binding LIM protein family, member 3	319713	https://www.ncbi.nlm.nih.gov/gene/?term=319713
Bcl7a	Bcl7a	B cell CLL/lymphoma 7A	77045	https://www.ncbi.nlm.nih.gov/gene/?term=77045
Trpc7	Trpc7	transient receptor potential cation channel, subfamily C, member 7	26946	https://www.ncbi.nlm.nih.gov/gene/?term=26946
Slc8a2	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	110891	https://www.ncbi.nlm.nih.gov/gene/?term=110891
Ndufv1	Ndufv1	NADH:ubiquinone oxidoreductase core subunit V1	17995	https://www.ncbi.nlm.nih.gov/gene/?term=17995
Sema7a	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	20361	https://www.ncbi.nlm.nih.gov/gene/?term=20361
Cacna2d2	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	56808	https://www.ncbi.nlm.nih.gov/gene/?term=56808
Amigo1	Amigo1	adhesion molecule with Ig like domain 1	229715	https://www.ncbi.nlm.nih.gov/gene/?term=229715
Neto1	Neto1	neuropilin (NRP) and tolloid (TLL)-like 1	246317	https://www.ncbi.nlm.nih.gov/gene/?term=246317
Stum	Stum	mechanosensory transduction mediator	381310	https://www.ncbi.nlm.nih.gov/gene/?term=381310
Cadps2	Cadps2	Ca2+-dependent activator protein for secretion 2	320405	https://www.ncbi.nlm.nih.gov/gene/?term=320405
Galnt9	Galnt9	polypeptide N-acetylgalactosaminyltransferase 9	231605	https://www.ncbi.nlm.nih.gov/gene/?term=231605
Sik3	Sik3	SIK family kinase 3	70661	https://www.ncbi.nlm.nih.gov/gene/?term=70661
Cnnm2	Cnnm2	cyclin M2	94219	https://www.ncbi.nlm.nih.gov/gene/?term=94219
Fyn	Fyn	Fyn proto-oncogene	14360	https://www.ncbi.nlm.nih.gov/gene/?term=14360
Lpgat1	Lpgat1	lysophosphatidylglycerol acyltransferase 1	226856	https://www.ncbi.nlm.nih.gov/gene/?term=226856
Dap3	Dap3	death associated protein 3	65111	https://www.ncbi.nlm.nih.gov/gene/?term=65111
Kcnj9	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	16524	https://www.ncbi.nlm.nih.gov/gene/?term=16524
Chil1	Chil1	chitinase-like 1	12654	https://www.ncbi.nlm.nih.gov/gene/?term=12654
Ppp4r4	Ppp4r4	protein phosphatase 4, regulatory subunit 4	74521	https://www.ncbi.nlm.nih.gov/gene/?term=74521
Smarcd3	Smarcd3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	66993	https://www.ncbi.nlm.nih.gov/gene/?term=66993
Prkcb	Prkcb	protein kinase C, beta	18751	https://www.ncbi.nlm.nih.gov/gene/?term=18751
Slc35d3	Slc35d3	solute carrier family 35, member D3	76157	https://www.ncbi.nlm.nih.gov/gene/?term=76157
Creld1	Creld1	cysteine-rich with EGF-like domains 1	171508	https://www.ncbi.nlm.nih.gov/gene/?term=171508
Fkbp10	Fkbp10	FK506 binding protein 10	14230	https://www.ncbi.nlm.nih.gov/gene/?term=14230
Ppm1a	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	19042	https://www.ncbi.nlm.nih.gov/gene/?term=19042
2010300C02Rik	2010300C02Rik	RIKEN cDNA 2010300C02 gene	72097	https://www.ncbi.nlm.nih.gov/gene/?term=72097
Scube3	Scube3	signal peptide, CUB domain, EGF-like 3	268935	https://www.ncbi.nlm.nih.gov/gene/?term=268935
Pcdhga4	Pcdhga4	protocadherin gamma subfamily A, 4	93712	https://www.ncbi.nlm.nih.gov/gene/?term=93712
Polr2m	Polr2m	polymerase (RNA) II (DNA directed) polypeptide M	28015	https://www.ncbi.nlm.nih.gov/gene/?term=28015
Dbi	Dbi	diazepam binding inhibitor	13167	https://www.ncbi.nlm.nih.gov/gene/?term=13167
Matn4	Matn4	matrilin 4	17183	https://www.ncbi.nlm.nih.gov/gene/?term=17183
Shc2	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	216148	https://www.ncbi.nlm.nih.gov/gene/?term=216148
Stx1a	Stx1a	syntaxin 1A (brain)	20907	https://www.ncbi.nlm.nih.gov/gene/?term=20907
Mfap3l	Mfap3l	microfibrillar-associated protein 3-like	71306	https://www.ncbi.nlm.nih.gov/gene/?term=71306
Wnt2	Wnt2	wingless-type MMTV integration site family, member 2	22413	https://www.ncbi.nlm.nih.gov/gene/?term=22413
Fam20c	Fam20c	family with sequence similarity 20, member C	80752	https://www.ncbi.nlm.nih.gov/gene/?term=80752
Cpped1	Cpped1	calcineurin-like phosphoesterase domain containing 1	223978	https://www.ncbi.nlm.nih.gov/gene/?term=223978
Shtn1	Shtn1	shootin 1	71653	https://www.ncbi.nlm.nih.gov/gene/?term=71653
Ankrd35	Ankrd35	ankyrin repeat domain 35	213121	https://www.ncbi.nlm.nih.gov/gene/?term=213121
Gpld1	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	14756	https://www.ncbi.nlm.nih.gov/gene/?term=14756
Sec23a	Sec23a	SEC23 homolog A, COPII coat complex component	20334	https://www.ncbi.nlm.nih.gov/gene/?term=20334
B9d2	B9d2	B9 protein domain 2	232987	https://www.ncbi.nlm.nih.gov/gene/?term=232987
Fstl5	Fstl5	follistatin-like 5	213262	https://www.ncbi.nlm.nih.gov/gene/?term=213262
Sgsm1	Sgsm1	small G protein signaling modulator 1	52850	https://www.ncbi.nlm.nih.gov/gene/?term=52850
Bcas1	Bcas1	breast carcinoma amplified sequence 1	76960	https://www.ncbi.nlm.nih.gov/gene/?term=76960
Ywhaq	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	22630	https://www.ncbi.nlm.nih.gov/gene/?term=22630
Ndufa4	Ndufa4	Ndufa4, mitochondrial complex associated	17992	https://www.ncbi.nlm.nih.gov/gene/?term=17992
Ankrd13b	Ankrd13b	ankyrin repeat domain 13b	268445	https://www.ncbi.nlm.nih.gov/gene/?term=268445
Arl4d	Arl4d	ADP-ribosylation factor-like 4D	80981	https://www.ncbi.nlm.nih.gov/gene/?term=80981
Slc41a1	Slc41a1	solute carrier family 41, member 1	98396	https://www.ncbi.nlm.nih.gov/gene/?term=98396
Plekhg5	Plekhg5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	269608	https://www.ncbi.nlm.nih.gov/gene/?term=269608
Dbn1	Dbn1	drebrin 1	56320	https://www.ncbi.nlm.nih.gov/gene/?term=56320
Pakap	Pakap	paralemmin A kinase anchor protein	677884	https://www.ncbi.nlm.nih.gov/gene/?term=677884
Ippk	Ippk	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	75678	https://www.ncbi.nlm.nih.gov/gene/?term=75678
Phldb1	Phldb1	pleckstrin homology like domain, family B, member 1	102693	https://www.ncbi.nlm.nih.gov/gene/?term=102693
Nedd4	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	17999	https://www.ncbi.nlm.nih.gov/gene/?term=17999
Wdr13	Wdr13	WD repeat domain 13	73447	https://www.ncbi.nlm.nih.gov/gene/?term=73447
Fxyd1	Fxyd1	FXYD domain-containing ion transport regulator 1	56188	https://www.ncbi.nlm.nih.gov/gene/?term=56188
Armc9	Armc9	armadillo repeat containing 9	78795	https://www.ncbi.nlm.nih.gov/gene/?term=78795
Rbfox2	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	93686	https://www.ncbi.nlm.nih.gov/gene/?term=93686
Ptk2b	Ptk2b	PTK2 protein tyrosine kinase 2 beta	19229	https://www.ncbi.nlm.nih.gov/gene/?term=19229
Klf15	Klf15	Kruppel-like factor 15	66277	https://www.ncbi.nlm.nih.gov/gene/?term=66277
Cdkn2d	Cdkn2d	cyclin dependent kinase inhibitor 2D	12581	https://www.ncbi.nlm.nih.gov/gene/?term=12581
Kcnd3	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	56543	https://www.ncbi.nlm.nih.gov/gene/?term=56543
Ywhab	Ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	54401	https://www.ncbi.nlm.nih.gov/gene/?term=54401
Bpgm	Bpgm	2,3-bisphosphoglycerate mutase	12183	https://www.ncbi.nlm.nih.gov/gene/?term=12183
Dbndd2	Dbndd2	dysbindin (dystrobrevin binding protein 1) domain containing 2	52840	https://www.ncbi.nlm.nih.gov/gene/?term=52840
Fam13c	Fam13c	family with sequence similarity 13, member C	71721	https://www.ncbi.nlm.nih.gov/gene/?term=71721
Myo6	Myo6	myosin VI	17920	https://www.ncbi.nlm.nih.gov/gene/?term=17920
Vps26b	Vps26b	VPS26 retromer complex component B	69091	https://www.ncbi.nlm.nih.gov/gene/?term=69091
Tppp3	Tppp3	tubulin polymerization-promoting protein family member 3	67971	https://www.ncbi.nlm.nih.gov/gene/?term=67971
Arpp19	Arpp19	cAMP-regulated phosphoprotein 19	59046	https://www.ncbi.nlm.nih.gov/gene/?term=59046
Pdyn	Pdyn	prodynorphin	18610	https://www.ncbi.nlm.nih.gov/gene/?term=18610
Fam13b	Fam13b	family with sequence similarity 13, member B	225358	https://www.ncbi.nlm.nih.gov/gene/?term=225358
Fam222a	Fam222a	family with sequence similarity 222, member A	433940	https://www.ncbi.nlm.nih.gov/gene/?term=433940
Cacng2	Cacng2	calcium channel, voltage-dependent, gamma subunit 2	12300	https://www.ncbi.nlm.nih.gov/gene/?term=12300
Puf60	Puf60	poly-U binding splicing factor 60	67959	https://www.ncbi.nlm.nih.gov/gene/?term=67959
Cpt1c	Cpt1c	carnitine palmitoyltransferase 1c	78070	https://www.ncbi.nlm.nih.gov/gene/?term=78070
D430041D05Rik	D430041D05Rik	RIKEN cDNA D430041D05 gene	241589	https://www.ncbi.nlm.nih.gov/gene/?term=241589
Gsn	Gsn	gelsolin	227753	https://www.ncbi.nlm.nih.gov/gene/?term=227753
Ttl	Ttl	tubulin tyrosine ligase	69737	https://www.ncbi.nlm.nih.gov/gene/?term=69737
Hacd3	Hacd3	3-hydroxyacyl-CoA dehydratase 3	57874	https://www.ncbi.nlm.nih.gov/gene/?term=57874
Git1	Git1	GIT ArfGAP 1	216963	https://www.ncbi.nlm.nih.gov/gene/?term=216963
Syne1	Syne1	spectrin repeat containing, nuclear envelope 1	64009	https://www.ncbi.nlm.nih.gov/gene/?term=64009
Igsf11	Igsf11	immunoglobulin superfamily, member 11	207683	https://www.ncbi.nlm.nih.gov/gene/?term=207683
Robo1	Robo1	roundabout guidance receptor 1	19876	https://www.ncbi.nlm.nih.gov/gene/?term=19876
Penk	Penk	preproenkephalin	18619	https://www.ncbi.nlm.nih.gov/gene/?term=18619
Wdr35	Wdr35	WD repeat domain 35	74682	https://www.ncbi.nlm.nih.gov/gene/?term=74682
Plch1	Plch1	phospholipase C, eta 1	269437	https://www.ncbi.nlm.nih.gov/gene/?term=269437
Nol4	Nol4	nucleolar protein 4	319211	https://www.ncbi.nlm.nih.gov/gene/?term=319211
Tmem63c	Tmem63c	transmembrane protein 63c	217733	https://www.ncbi.nlm.nih.gov/gene/?term=217733
Wnk2	Wnk2	WNK lysine deficient protein kinase 2	75607	https://www.ncbi.nlm.nih.gov/gene/?term=75607
Cyb561	Cyb561	cytochrome b-561	13056	https://www.ncbi.nlm.nih.gov/gene/?term=13056
Mfsd6	Mfsd6	major facilitator superfamily domain containing 6	98682	https://www.ncbi.nlm.nih.gov/gene/?term=98682
Fam120b	Fam120b	family with sequence similarity 120, member B	67544	https://www.ncbi.nlm.nih.gov/gene/?term=67544
Hey1	Hey1	hairy/enhancer-of-split related with YRPW motif 1	15213	https://www.ncbi.nlm.nih.gov/gene/?term=15213
Cby1	Cby1	chibby family member 1, beta catenin antagonist	73739	https://www.ncbi.nlm.nih.gov/gene/?term=73739
Igsf8	Igsf8	immunoglobulin superfamily, member 8	140559	https://www.ncbi.nlm.nih.gov/gene/?term=140559
Cryab	Cryab	crystallin, alpha B	12955	https://www.ncbi.nlm.nih.gov/gene/?term=12955
Syt16	Syt16	synaptotagmin XVI	238266	https://www.ncbi.nlm.nih.gov/gene/?term=238266
Grin2d	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	14814	https://www.ncbi.nlm.nih.gov/gene/?term=14814
Agtpbp1	Agtpbp1	ATP/GTP binding protein 1	67269	https://www.ncbi.nlm.nih.gov/gene/?term=67269
5730455P16Rik	5730455P16Rik	RIKEN cDNA 5730455P16 gene	70591	https://www.ncbi.nlm.nih.gov/gene/?term=70591
Dapk1	Dapk1	death associated protein kinase 1	69635	https://www.ncbi.nlm.nih.gov/gene/?term=69635
Nrg1	Nrg1	neuregulin 1	211323	https://www.ncbi.nlm.nih.gov/gene/?term=211323
Plcd4	Plcd4	phospholipase C, delta 4	18802	https://www.ncbi.nlm.nih.gov/gene/?term=18802
Habp4	Habp4	hyaluronic acid binding protein 4	56541	https://www.ncbi.nlm.nih.gov/gene/?term=56541
Mpped2	Mpped2	metallophosphoesterase domain containing 2	77015	https://www.ncbi.nlm.nih.gov/gene/?term=77015
Klhl11	Klhl11	kelch-like 11	217194	https://www.ncbi.nlm.nih.gov/gene/?term=217194
Elp3	Elp3	elongator acetyltransferase complex subunit 3	74195	https://www.ncbi.nlm.nih.gov/gene/?term=74195
Clmp	Clmp	CXADR-like membrane protein	71566	https://www.ncbi.nlm.nih.gov/gene/?term=71566
Mme	Mme	membrane metallo endopeptidase	17380	https://www.ncbi.nlm.nih.gov/gene/?term=17380
Agap2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	216439	https://www.ncbi.nlm.nih.gov/gene/?term=216439
Adarb1	Adarb1	adenosine deaminase, RNA-specific, B1	110532	https://www.ncbi.nlm.nih.gov/gene/?term=110532
Zfp334	Zfp334	zinc finger protein 334	228876	https://www.ncbi.nlm.nih.gov/gene/?term=228876
Terf2ip	Terf2ip	telomeric repeat binding factor 2, interacting protein	57321	https://www.ncbi.nlm.nih.gov/gene/?term=57321
Tmem74	Tmem74	transmembrane protein 74	239408	https://www.ncbi.nlm.nih.gov/gene/?term=239408
Plppr3	Plppr3	phospholipid phosphatase related 3	216152	https://www.ncbi.nlm.nih.gov/gene/?term=216152
Efna3	Efna3	ephrin A3	13638	https://www.ncbi.nlm.nih.gov/gene/?term=13638
Isl1	Isl1	ISL1 transcription factor, LIM/homeodomain	16392	https://www.ncbi.nlm.nih.gov/gene/?term=16392
Plekhg3	Plekhg3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	263406	https://www.ncbi.nlm.nih.gov/gene/?term=263406
Palm	Palm	paralemmin	18483	https://www.ncbi.nlm.nih.gov/gene/?term=18483
Gjb6	Gjb6	gap junction protein, beta 6	14623	https://www.ncbi.nlm.nih.gov/gene/?term=14623
Foxg1	Foxg1	forkhead box G1	15228	https://www.ncbi.nlm.nih.gov/gene/?term=15228
Pcdhga3	Pcdhga3	protocadherin gamma subfamily A, 3	93711	https://www.ncbi.nlm.nih.gov/gene/?term=93711
Dgki	Dgki	diacylglycerol kinase, iota	320127	https://www.ncbi.nlm.nih.gov/gene/?term=320127
Inhba	Inhba	inhibin beta-A	16323	https://www.ncbi.nlm.nih.gov/gene/?term=16323
Hipk4	Hipk4	homeodomain interacting protein kinase 4	233020	https://www.ncbi.nlm.nih.gov/gene/?term=233020
Synpo	Synpo	synaptopodin	104027	https://www.ncbi.nlm.nih.gov/gene/?term=104027
Epha10	Epha10	Eph receptor A10	230735	https://www.ncbi.nlm.nih.gov/gene/?term=230735
Gid4	Gid4	GID complex subunit 4, VID24 homolog	66771	https://www.ncbi.nlm.nih.gov/gene/?term=66771
Itgbl1	Itgbl1	integrin, beta-like 1	223272	https://www.ncbi.nlm.nih.gov/gene/?term=223272
Atp6v1d	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D	73834	https://www.ncbi.nlm.nih.gov/gene/?term=73834
Gpd1	Gpd1	glycerol-3-phosphate dehydrogenase 1 (soluble)	14555	https://www.ncbi.nlm.nih.gov/gene/?term=14555
P2ry1	P2ry1	purinergic receptor P2Y, G-protein coupled 1	18441	https://www.ncbi.nlm.nih.gov/gene/?term=18441
Tppp	Tppp	tubulin polymerization promoting protein	72948	https://www.ncbi.nlm.nih.gov/gene/?term=72948
Kcnb2	Kcnb2	potassium voltage gated channel, Shab-related subfamily, member 2	98741	https://www.ncbi.nlm.nih.gov/gene/?term=98741
Armcx5	Armcx5	armadillo repeat containing, X-linked 5	494468	https://www.ncbi.nlm.nih.gov/gene/?term=494468
Nrgn	Nrgn	neurogranin	64011	https://www.ncbi.nlm.nih.gov/gene/?term=64011
